Timestamp, x, y, yaw
11. 793000000, -8.49997713417, 1.7812811219e-05, 3.584838042570253e-05
11. 803000000, -8.49997711323, 1.78287684932e-05, 3.586948004057588e-05
11. 813000000, -8.49997709442, 1.7843238651e-05, 3.5890116169897924e-05
11. 824000000, -8.49997708864, 1.78489305771e-05, 3.59099829633485e-05
11. 834000000, -8.49997708529, 1.78527798322e-05, 3.592941043363811e-05
11. 844000000, -8.49997706435, 1.78687370309e-05, 3.595050990612172e-05
11. 854000000, -8.49997704555, 1.7883207107e-05, 3.59711458879568e-05
11. 864000000, -8.49997703976, 1.78888991297e-05, 3.599101250144248e-05
11. 874000000, -8.49997703642, 1.78927484818e-05, 3.601043978728278e-05
11. 885000000, -8.49997701548, 1.7908705605e-05, 3.6031539117147674e-05
11. 895000000, -8.49997699667, 1.79231755994e-05, 3.6052174951301045e-05
11. 905000000, -8.49997699089, 1.79288677188e-05, 3.6072041385002063e-05
11. 915000000, -8.49997698754, 1.79327171678e-05, 3.609146848658143e-05
11. 925000000, -8.4999769666, 1.79486742156e-05, 3.611256767390019e-05
11. 935000000, -8.4999769478, 1.79631441282e-05, 3.6133203360464184e-05
11. 945000000, -8.49997694201, 1.79688363443e-05, 3.6153069614693897e-05
11. 955000000, -8.49997693867, 1.79726858903e-05, 3.617249653235076e-05
11. 965000000, -8.49997691773, 1.79886428626e-05, 3.619359557746394e-05
11. 975000000, -8.49997689892, 1.80031126935e-05, 3.621423111675786e-05
11. 985000000, -8.49997689314, 1.80088050063e-05, 3.6234097191779926e-05
11. 995000000, -8.49997688979, 1.80126546492e-05, 3.625352392570871e-05
12. 5000000, -8.49997686885, 1.80286115461e-05, 3.627462282852266e-05
12. 15000000, -8.49997685005, 1.80430812953e-05, 3.629525822042817e-05
12. 25000000, -8.49997684426, 1.80487737047e-05, 3.631512411572317e-05
12. 35000000, -8.49997684091, 1.80526234446e-05, 3.6334550665474504e-05
12. 45000000, -8.49997681998, 1.8068580266e-05, 3.635564942582588e-05
12. 56000000, -8.49997680117, 1.80830499334e-05, 3.637628467016499e-05
12. 66000000, -8.49997679538, 1.80887424395e-05, 3.639615038562922e-05
12. 76000000, -8.49997679204, 1.80925922763e-05, 3.641557675107273e-05
12. 87000000, -8.4999767711, 1.81085490223e-05, 3.643667536942195e-05
12. 97000000, -8.4999767523, 1.8123018608e-05, 3.6457310466657334e-05
12. 107000000, -8.49997674651, 1.81287112107e-05, 3.647717600355013e-05
12. 117000000, -8.49997674316, 1.81325611444e-05, 3.649660218594609e-05
12. 127000000, -8.49997672223, 1.8148517815e-05, 3.651770066249735e-05
12. 137000000, -8.49997670342, 1.8162987319e-05, 3.653833561291284e-05
12. 147000000, -8.49997669763, 1.81686800184e-05, 3.6558200970623794e-05
12. 157000000, -8.49997669429, 1.8172530049e-05, 3.6577626969356246e-05
12. 167000000, -8.49997667335, 1.81884866441e-05, 3.6598725303994617e-05
12. 177000000, -8.49997665454, 1.82029560664e-05, 3.661936010738117e-05
12. 187000000, -8.49997664876, 1.82086488624e-05, 3.6639225285696456e-05
12. 197000000, -8.49997664541, 1.821249899e-05, 3.665865110058577e-05
12. 207000000, -8.49997662447, 1.82284555096e-05, 3.667974929267664e-05
12. 217000000, -8.49997660567, 1.82429248501e-05, 3.6700383948479067e-05
12. 227000000, -8.49997659988, 1.82486177428e-05, 3.672024894741788e-05
12. 237000000, -8.49997659653, 1.82524679673e-05, 3.6739674578434035e-05
12. 247000000, -8.4999765756, 1.82684244114e-05, 3.6760772628656285e-05
12. 257000000, -8.49997655679, 1.82828936702e-05, 3.678140713750475e-05
12. 267000000, -8.499976551, 1.82885866595e-05, 3.680127195729482e-05
12. 277000000, -8.49997654766, 1.82924369809e-05, 3.682069740472428e-05
12. 287000000, -8.49997652672, 1.83083933496e-05, 3.684179531323335e-05
12. 297000000, -8.49997650792, 1.83228625267e-05, 3.6862429675275015e-05
12. 307000000, -8.49997650213, 1.83285556126e-05, 3.688229431622087e-05
12. 317000000, -8.49997649878, 1.8332406031e-05, 3.6901719580298516e-05
12. 327000000, -8.49997647784, 1.83483623242e-05, 3.692281734712363e-05
12. 337000000, -8.49997645904, 1.83628314195e-05, 3.694345156243774e-05
12. 347000000, -8.49997645325, 1.83685246021e-05, 3.696331602504711e-05
12. 358000000, -8.4999764499, 1.83723751174e-05, 3.6982741106349425e-05
